,Q18_categorized,Q20_categorized,gambled_before,p_gender_sdc,p_age_group_sdc,Q22,Q1,Q9a,Q9b,Q9c,Q9d,Q9e,Q16a,Q16b,Q16c,Q16d,Q16e,Q16f,Q16g,Q16h,Q16i,Q17a,Q17b,Q17c,Q17d
403,Q18_1,Q20_0,gambled_12m_0,p_gender_sdc_1,p_age_group_sdc_3,Q22_3,Q1_1,Q9a_3,Q9b_3,Q9c_3,Q9d_3,Q9e_2,Q16a_2,Q16b_2,Q16c_3,Q16d_2,Q16e_2,Q16f_2,Q16g_2,Q16h_3,Q16i_2,Q17a_2,Q17b_3,Q17c_2,Q17d_3
404,Q18_0,Q20_2,gambled_12m_0,p_gender_sdc_2,p_age_group_sdc_4,Q22_3,Q1_2,Q9a_3,Q9b_3,Q9c_2,Q9d_3,Q9e_3,Q16a_4,Q16b_1,Q16c_3,Q16d_3,Q16e_1,Q16f_4,Q16g_4,Q16h_3,Q16i_1,Q17a_3,Q17b_1,Q17c_2,Q17d_3
405,Q18_2,Q20_2,gambled_12m_0,p_gender_sdc_2,p_age_group_sdc_2,Q22_3,Q1_4,Q9a_4,Q9b_3,Q9c_3,Q9d_3,Q9e_2,Q16a_1,Q16b_2,Q16c_3,Q16d_3,Q16e_2,Q16f_2,Q16g_3,Q16h_4,Q16i_2,Q17a_3,Q17b_3,Q17c_2,Q17d_1
406,Q18_0,Q20_2,gambled_12m_1,p_gender_sdc_1,p_age_group_sdc_4,Q22_3,Q1_4,Q9a_3,Q9b_4,Q9c_3,Q9d_3,Q9e_3,Q16a_2,Q16b_1,Q16c_1,Q16d_3,Q16e_2,Q16f_3,Q16g_4,Q16h_3,Q16i_3,Q17a_3,Q17b_3,Q17c_2,Q17d_3
407,Q18_1,Q20_1,gambled_12m_0,p_gender_sdc_2,p_age_group_sdc_4,Q22_1,Q1_4,Q9a_3,Q9b_2,Q9c_2,Q9d_2,Q9e_3,Q16a_2,Q16b_3,Q16c_3,Q16d_2,Q16e_D,Q16f_3,Q16g_4,Q16h_4,Q16i_2,Q17a_2,Q17b_4,Q17c_2,Q17d_2
408,Q18_1,Q20_2,gambled_12m_0,p_gender_sdc_1,p_age_group_sdc_2,Q22_3,Q1_2,Q9a_3,Q9b_3,Q9c_2,Q9d_2,Q9e_2,Q16a_3,Q16b_2,Q16c_3,Q16d_2,Q16e_2,Q16f_4,Q16g_3,Q16h_3,Q16i_2,Q17a_3,Q17b_2,Q17c_3,Q17d_3
409,Q18_1,Q20_2,gambled_12m_0,p_gender_sdc_2,p_age_group_sdc_4,Q22_3,Q1_2,Q9a_3,Q9b_3,Q9c_2,Q9d_2,Q9e_3,Q16a_4,Q16b_1,Q16c_2,Q16d_3,Q16e_2,Q16f_4,Q16g_3,Q16h_2,Q16i_2,Q17a_4,Q17b_1,Q17c_3,Q17d_4
410,Q18_0,Q20_1,gambled_12m_0,p_gender_sdc_2,p_age_group_sdc_4,Q22_1,Q1_5,Q9a_3,Q9b_3,Q9c_2,Q9d_2,Q9e_4,Q16a_3,Q16b_2,Q16c_3,Q16d_3,Q16e_2,Q16f_2,Q16g_3,Q16h_3,Q16i_3,Q17a_3,Q17b_2,Q17c_2,Q17d_3
411,Q18_1,Q20_1,gambled_12m_0,p_gender_sdc_2,p_age_group_sdc_3,Q22_1,Q1_4,Q9a_3,Q9b_3,Q9c_2,Q9d_2,Q9e_3,Q16a_2,Q16b_1,Q16c_2,Q16d_3,Q16e_3,Q16f_3,Q16g_2,Q16h_3,Q16i_2,Q17a_2,Q17b_2,Q17c_2,Q17d_2
412,Q18_1,Q20_2,gambled_12m_1,p_gender_sdc_1,p_age_group_sdc_2,Q22_3,Q1_4,Q9a_4,Q9b_4,Q9c_2,Q9d_2,Q9e_1,Q16a_4,Q16b_1,Q16c_1,Q16d_3,Q16e_1,Q16f_4,Q16g_4,Q16h_1,Q16i_1,Q17a_4,Q17b_1,Q17c_4,Q17d_4
413,Q18_0,Q20_0,gambled_12m_1,p_gender_sdc_2,p_age_group_sdc_3,Q22_1,Q1_1,Q9a_2,Q9b_2,Q9c_2,Q9d_2,Q9e_2,Q16a_1,Q16b_1,Q16c_1,Q16d_3,Q16e_1,Q16f_3,Q16g_4,Q16h_1,Q16i_1,Q17a_2,Q17b_1,Q17c_2,Q17d_3
414,Q18_0,Q20_2,gambled_12m_0, ,p_age_group_sdc_4,Q22_1,Q1_2,Q9a_3,Q9b_2,Q9c_2,Q9d_2,Q9e_2,Q16a_2,Q16b_1,Q16c_1,Q16d_4,Q16e_1,Q16f_4,Q16g_2,Q16h_1,Q16i_1,Q17a_3,Q17b_2,Q17c_2,Q17d_3
415,Q18_1,Q20_1,gambled_12m_1,p_gender_sdc_1,p_age_group_sdc_1,Q22_2,Q1_4,Q9a_4,Q9b_3,Q9c_3,Q9d_4,Q9e_4,Q16a_1,Q16b_1,Q16c_1,Q16d_4,Q16e_1,Q16f_3,Q16g_2,Q16h_3,Q16i_2,Q17a_4,Q17b_1,Q17c_4,Q17d_2
416,Q18_1,Q20_2,gambled_12m_0,p_gender_sdc_2,p_age_group_sdc_4,Q22_3,Q1_2,Q9a_3,Q9b_3,Q9c_3,Q9d_3,Q9e_3,Q16a_2,Q16b_2,Q16c_3,Q16d_3,Q16e_2,Q16f_3,Q16g_3,Q16h_3,Q16i_1,Q17a_3,Q17b_2,Q17c_3,Q17d_3
417,Q18_1,Q20_2,gambled_12m_0,p_gender_sdc_2,p_age_group_sdc_2,Q22_1,Q1_4,Q9a_3,Q9b_3,Q9c_2,Q9d_2,Q9e_3,Q16a_2,Q16b_1,Q16c_2,Q16d_2,Q16e_1,Q16f_3,Q16g_2,Q16h_3,Q16i_3,Q17a_3,Q17b_1,Q17c_2,Q17d_3
418,Q18_2,Q20_1,gambled_12m_0,p_gender_sdc_2,p_age_group_sdc_3,Q22_1,Q1_2,Q9a_3,Q9b_3,Q9c_3,Q9d_3,Q9e_3,Q16a_2,Q16b_3,Q16c_3,Q16d_2,Q16e_3,Q16f_2,Q16g_2,Q16h_3,Q16i_2,Q17a_3,Q17b_2,Q17c_3,Q17d_2
419,Q18_2,Q20_1,gambled_12m_0,p_gender_sdc_2,p_age_group_sdc_2,Q22_3,Q1_2,Q9a_3,Q9b_3,Q9c_2,Q9d_3,Q9e_3,Q16a_3,Q16b_2,Q16c_2,Q16d_3,Q16e_2,Q16f_3,Q16g_3,Q16h_3,Q16i_2,Q17a_2,Q17b_2,Q17c_2,Q17d_2
420,Q18_1,Q20_2,gambled_12m_0,p_gender_sdc_1,p_age_group_sdc_3,Q22_1,Q1_2,Q9a_2,Q9b_3,Q9c_1,Q9d_3,Q9e_4,Q16a_2,Q16b_1,Q16c_2,Q16d_2,Q16e_3,Q16f_2,Q16g_2,Q16h_3,Q16i_2,Q17a_3,Q17b_2,Q17c_2,Q17d_2
421,Q18_0,Q20_1,gambled_12m_0,p_gender_sdc_2,p_age_group_sdc_4,Q22_1,Q1_2,Q9a_3,Q9b_3,Q9c_3,Q9d_3,Q9e_2,Q16a_1,Q16b_1,Q16c_3,Q16d_1,Q16e_2,Q16f_3,Q16g_2,Q16h_4,Q16i_1,Q17a_3,Q17b_1,Q17c_3,Q17d_3
422,Q18_0,Q20_2,gambled_12m_0,p_gender_sdc_2,p_age_group_sdc_3,Q22_1,Q1_4,Q9a_3,Q9b_3,Q9c_3,Q9d_3,Q9e_3,Q16a_2,Q16b_2,Q16c_2,Q16d_3,Q16e_1,Q16f_3,Q16g_1,Q16h_1,Q16i_2,Q17a_3,Q17b_2,Q17c_2,Q17d_2
423,Q18_2,Q20_1,gambled_12m_0,p_gender_sdc_1,p_age_group_sdc_4,Q22_3,Q1_2,Q9a_2,Q9b_2,Q9c_1,Q9d_2,Q9e_2,Q16a_2,Q16b_1,Q16c_2,Q16d_3,Q16e_2,Q16f_3,Q16g_3,Q16h_3,Q16i_2,Q17a_4,Q17b_1,Q17c_3,Q17d_3
424,Q18_1,Q20_1,gambled_12m_0,p_gender_sdc_2,p_age_group_sdc_3,Q22_1,Q1_2,Q9a_4,Q9b_1,Q9c_2,Q9d_2,Q9e_2,Q16a_4,Q16b_1,Q16c_1,Q16d_3,Q16e_1,Q16f_3,Q16g_4,Q16h_2,Q16i_1,Q17a_2,Q17b_1,Q17c_3,Q17d_3
425,Q18_2,Q20_1,gambled_12m_0,p_gender_sdc_2,p_age_group_sdc_4,Q22_3,Q1_2,Q9a_3,Q9b_3,Q9c_3,Q9d_3,Q9e_3,Q16a_2,Q16b_1,Q16c_2,Q16d_3,Q16e_2,Q16f_3,Q16g_3,Q16h_3,Q16i_1,Q17a_3,Q17b_2,Q17c_3,Q17d_3
426,Q18_2,Q20_2,gambled_12m_1,p_gender_sdc_1,p_age_group_sdc_2,Q22_3,Q1_2,Q9a_2,Q9b_2,Q9c_3,Q9d_2,Q9e_3,Q16a_2,Q16b_3,Q16c_3,Q16d_2,Q16e_2,Q16f_2,Q16g_3,Q16h_3,Q16i_2,Q17a_2,Q17b_2,Q17c_2,Q17d_3
427,Q18_1,Q20_1,gambled_12m_1,p_gender_sdc_2,p_age_group_sdc_4,Q22_1,Q1_2,Q9a_2,Q9b_3,Q9c_2,Q9d_3,Q9e_3,Q16a_2,Q16b_2,Q16c_2,Q16d_2,Q16e_2,Q16f_4,Q16g_4,Q16h_2,Q16i_2,Q17a_3,Q17b_2,Q17c_2,Q17d_2
428,Q18_1,Q20_1,gambled_12m_0,p_gender_sdc_2,p_age_group_sdc_4,Q22_1,Q1_2,Q9a_3,Q9b_2,Q9c_3,Q9d_3,Q9e_3,Q16a_3,Q16b_2,Q16c_2,Q16d_3,Q16e_1,Q16f_3,Q16g_3,Q16h_2,Q16i_2,Q17a_4,Q17b_2,Q17c_2,Q17d_3
429,Q18_1,Q20_1,gambled_12m_0,p_gender_sdc_2,p_age_group_sdc_4,Q22_3,Q1_2,Q9a_2,Q9b_3,Q9c_1,Q9d_2,Q9e_2,Q16a_3,Q16b_2,Q16c_2,Q16d_2,Q16e_3,Q16f_3,Q16g_4,Q16h_3,Q16i_3,Q17a_3,Q17b_2,Q17c_3,Q17d_3
430,Q18_1,Q20_2,gambled_12m_0,p_gender_sdc_1,p_age_group_sdc_2,Q22_3,Q1_2,Q9a_2,Q9b_4,Q9c_1,Q9d_3,Q9e_4,Q16a_2,Q16b_2,Q16c_1,Q16d_3,Q16e_1,Q16f_4,Q16g_4,Q16h_3,Q16i_2,Q17a_3,Q17b_1,Q17c_3,Q17d_4
431,Q18_2,Q20_2,gambled_12m_1,p_gender_sdc_1,p_age_group_sdc_4,Q22_3,Q1_2,Q9a_2,Q9b_2,Q9c_2,Q9d_3,Q9e_3,Q16a_3,Q16b_1,Q16c_1,Q16d_3,Q16e_1,Q16f_3,Q16g_4,Q16h_1,Q16i_1,Q17a_4,Q17b_2,Q17c_2,Q17d_3
432,Q18_2,Q20_2,gambled_12m_0,p_gender_sdc_1,p_age_group_sdc_4,Q22_3,Q1_5,Q9a_2,Q9b_2,Q9c_2,Q9d_2,Q9e_3,Q16a_3,Q16b_1,Q16c_1,Q16d_2,Q16e_2,Q16f_2,Q16g_3,Q16h_3,Q16i_1,Q17a_3,Q17b_1,Q17c_2,Q17d_4
433,Q18_2,Q20_1,gambled_12m_0,p_gender_sdc_2,p_age_group_sdc_4,Q22_3,Q1_2,Q9a_2,Q9b_3,Q9c_2,Q9d_3,Q9e_3,Q16a_3,Q16b_2,Q16c_2,Q16d_3,Q16e_1,Q16f_4,Q16g_3,Q16h_3,Q16i_2,Q17a_3,Q17b_2,Q17c_3,Q17d_3
434,Q18_1,Q20_1,gambled_12m_1,p_gender_sdc_2,p_age_group_sdc_4,Q22_3,Q1_2,Q9a_3,Q9b_2,Q9c_4,Q9d_2,Q9e_3,Q16a_2,Q16b_2,Q16c_2,Q16d_2,Q16e_3,Q16f_3,Q16g_3,Q16h_3,Q16i_3,Q17a_4,Q17b_2,Q17c_3,Q17d_2
435,Q18_1,Q20_1,gambled_12m_1,p_gender_sdc_2,p_age_group_sdc_4,Q22_1,Q1_4,Q9a_3,Q9b_4,Q9c_3,Q9d_3,Q9e_3,Q16a_3,Q16b_1,Q16c_1,Q16d_3,Q16e_1,Q16f_4,Q16g_3,Q16h_1,Q16i_1,Q17a_3,Q17b_1,Q17c_3,Q17d_3
436,Q18_2,Q20_1,gambled_12m_0,p_gender_sdc_2,p_age_group_sdc_4,Q22_3,Q1_2,Q9a_3,Q9b_4,Q9c_4,Q9d_3,Q9e_3,Q16a_4,Q16b_1,Q16c_1,Q16d_D,Q16e_1,Q16f_4,Q16g_1,Q16h_1,Q16i_1,Q17a_4,Q17b_1,Q17c_D,Q17d_1
437,Q18_1,Q20_2,gambled_12m_0,p_gender_sdc_2,p_age_group_sdc_4,Q22_3,Q1_4,Q9a_2,Q9b_3,Q9c_3,Q9d_3,Q9e_3,Q16a_3,Q16b_2,Q16c_4,Q16d_2,Q16e_2,Q16f_4,Q16g_4,Q16h_4,Q16i_2,Q17a_2,Q17b_2,Q17c_3,Q17d_3
438,Q18_2,Q20_1,gambled_12m_0,p_gender_sdc_2,p_age_group_sdc_3,Q22_1,Q1_2,Q9a_3,Q9b_3,Q9c_3,Q9d_2,Q9e_3,Q16a_2,Q16b_2,Q16c_2,Q16d_2,Q16e_2,Q16f_2,Q16g_2,Q16h_3,Q16i_2,Q17a_3,Q17b_2,Q17c_2,Q17d_2
439,Q18_2,Q20_2,gambled_12m_0,p_gender_sdc_2,p_age_group_sdc_3,Q22_3,Q1_2,Q9a_3,Q9b_3,Q9c_3,Q9d_2,Q9e_2,Q16a_3,Q16b_1,Q16c_2,Q16d_2,Q16e_2,Q16f_3,Q16g_4,Q16h_3,Q16i_3,Q17a_3,Q17b_2,Q17c_3,Q17d_2
440,Q18_2,Q20_2,gambled_12m_0,p_gender_sdc_2,p_age_group_sdc_4,Q22_2,Q1_5,Q9a_3,Q9b_2,Q9c_2,Q9d_3,Q9e_3,Q16a_1,Q16b_1,Q16c_4,Q16d_2,Q16e_1,Q16f_3,Q16g_4,Q16h_4,Q16i_3,Q17a_4,Q17b_3,Q17c_2,Q17d_2
441,Q18_1,Q20_1,gambled_12m_1,p_gender_sdc_2,p_age_group_sdc_3,Q22_3,Q1_2,Q9a_3,Q9b_3,Q9c_3,Q9d_3,Q9e_3,Q16a_3,Q16b_1,Q16c_2,Q16d_3,Q16e_2,Q16f_4,Q16g_3,Q16h_3,Q16i_1,Q17a_4,Q17b_2,Q17c_2,Q17d_3
442,Q18_1,Q20_1,gambled_12m_1,p_gender_sdc_2,p_age_group_sdc_4,Q22_3,Q1_4,Q9a_3,Q9b_3,Q9c_2,Q9d_3,Q9e_3,Q16a_2,Q16b_2,Q16c_3,Q16d_2,Q16e_2,Q16f_3,Q16g_3,Q16h_3,Q16i_2,Q17a_4,Q17b_2,Q17c_2,Q17d_2
443,Q18_1,Q20_2,gambled_12m_0,p_gender_sdc_2,p_age_group_sdc_3,Q22_3,Q1_4,Q9a_2,Q9b_4,Q9c_3,Q9d_3,Q9e_3,Q16a_4,Q16b_1,Q16c_1,Q16d_D,Q16e_2,Q16f_4,Q16g_4,Q16h_2,Q16i_2,Q17a_3,Q17b_1,Q17c_3,Q17d_4
444,Q18_1,Q20_1,gambled_12m_0,p_gender_sdc_1,p_age_group_sdc_4,Q22_3,Q1_4,Q9a_3,Q9b_3,Q9c_2,Q9d_3,Q9e_3,Q16a_3,Q16b_2,Q16c_2,Q16d_3,Q16e_2,Q16f_3,Q16g_3,Q16h_3,Q16i_2,Q17a_3,Q17b_2,Q17c_3,Q17d_3
445,Q18_1,Q20_1,gambled_12m_0,p_gender_sdc_1,p_age_group_sdc_4,Q22_1,Q1_1,Q9a_2,Q9b_2,Q9c_2,Q9d_2,Q9e_2,Q16a_2,Q16b_2,Q16c_3,Q16d_3,Q16e_2,Q16f_3,Q16g_2,Q16h_3,Q16i_2,Q17a_2,Q17b_2,Q17c_3,Q17d_3
446,Q18_1,Q20_2,gambled_12m_0,p_gender_sdc_2,p_age_group_sdc_3,Q22_3,Q1_2,Q9a_2,Q9b_2,Q9c_2,Q9d_3,Q9e_3,Q16a_2,Q16b_1,Q16c_1,Q16d_2,Q16e_2,Q16f_4,Q16g_4,Q16h_3,Q16i_2,Q17a_3,Q17b_3,Q17c_2,Q17d_3
447,Q18_2,Q20_2,gambled_12m_0,p_gender_sdc_1,p_age_group_sdc_4,Q22_1,Q1_2,Q9a_3,Q9b_1,Q9c_3,Q9d_2,Q9e_3,Q16a_3,Q16b_2,Q16c_1,Q16d_3,Q16e_1,Q16f_4,Q16g_3,Q16h_1,Q16i_2,Q17a_3,Q17b_1,Q17c_3,Q17d_1
448,Q18_0,Q20_1,gambled_12m_0,p_gender_sdc_1,p_age_group_sdc_4,Q22_1,Q1_4,Q9a_3,Q9b_3,Q9c_3,Q9d_3,Q9e_3,Q16a_4,Q16b_1,Q16c_1,Q16d_4,Q16e_1,Q16f_4,Q16g_4,Q16h_2,Q16i_2,Q17a_4,Q17b_1,Q17c_4,Q17d_4
449,Q18_1,Q20_1,gambled_12m_1,p_gender_sdc_2,p_age_group_sdc_4,Q22_1,Q1_4,Q9a_2,Q9b_3,Q9c_3,Q9d_3,Q9e_3,Q16a_4,Q16b_1,Q16c_4,Q16d_1,Q16e_2,Q16f_3,Q16g_3,Q16h_2,Q16i_3,Q17a_3,Q17b_1,Q17c_3,Q17d_D
450,Q18_2,Q20_2,gambled_12m_0,p_gender_sdc_1,p_age_group_sdc_3,Q22_1,Q1_2,Q9a_2,Q9b_3,Q9c_3,Q9d_2,Q9e_4,Q16a_2,Q16b_2,Q16c_3,Q16d_3,Q16e_3,Q16f_3,Q16g_3,Q16h_3,Q16i_2,Q17a_3,Q17b_2,Q17c_2,Q17d_2
451,Q18_1,Q20_1,gambled_12m_0,p_gender_sdc_1,p_age_group_sdc_4,Q22_3,Q1_4,Q9a_4,Q9b_4,Q9c_4,Q9d_3,Q9e_4,Q16a_3,Q16b_1,Q16c_2,Q16d_3,Q16e_1,Q16f_1,Q16g_4,Q16h_1,Q16i_2,Q17a_4,Q17b_1,Q17c_3,Q17d_4
452,Q18_2,Q20_2,gambled_12m_1,p_gender_sdc_2,p_age_group_sdc_1,Q22_2,Q1_2,Q9a_3,Q9b_1,Q9c_1,Q9d_3,Q9e_1,Q16a_2,Q16b_1,Q16c_1,Q16d_4,Q16e_1,Q16f_2,Q16g_3,Q16h_1,Q16i_1,Q17a_3,Q17b_1,Q17c_2,Q17d_4
453,Q18_1,Q20_2,gambled_12m_0,p_gender_sdc_2,p_age_group_sdc_3,Q22_3,Q1_4,Q9a_4,Q9b_4,Q9c_3,Q9d_3,Q9e_3,Q16a_3,Q16b_2,Q16c_2,Q16d_3,Q16e_2,Q16f_3,Q16g_3,Q16h_3,Q16i_2,Q17a_3,Q17b_2,Q17c_3,Q17d_3
454,Q18_1,Q20_1,gambled_12m_0,p_gender_sdc_1,p_age_group_sdc_3,Q22_3,Q1_2,Q9a_2,Q9b_2,Q9c_2,Q9d_2,Q9e_2,Q16a_2,Q16b_2,Q16c_3,Q16d_2,Q16e_3,Q16f_2,Q16g_3,Q16h_3,Q16i_2,Q17a_3,Q17b_2,Q17c_3,Q17d_2
455,Q18_1,Q20_2,gambled_12m_0,p_gender_sdc_1,p_age_group_sdc_3,Q22_1,Q1_2,Q9a_3,Q9b_2,Q9c_2,Q9d_2,Q9e_2,Q16a_2,Q16b_1,Q16c_2,Q16d_2,Q16e_3,Q16f_2,Q16g_3,Q16h_3,Q16i_2,Q17a_4,Q17b_2,Q17c_3,Q17d_3
456,Q18_0,Q20_0,gambled_12m_1,p_gender_sdc_1,p_age_group_sdc_4,Q22_3,Q1_2,Q9a_4,Q9b_2,Q9c_3,Q9d_2,Q9e_3,Q16a_2,Q16b_2,Q16c_2,Q16d_3,Q16e_2,Q16f_3,Q16g_4,Q16h_2,Q16i_2,Q17a_3,Q17b_2,Q17c_3,Q17d_3
457,Q18_1,Q20_1,gambled_12m_0,p_gender_sdc_1,p_age_group_sdc_3,Q22_3,Q1_4,Q9a_3,Q9b_3,Q9c_4,Q9d_3,Q9e_3,Q16a_3,Q16b_2,Q16c_2,Q16d_2,Q16e_2,Q16f_3,Q16g_3,Q16h_3,Q16i_1,Q17a_3,Q17b_2,Q17c_3,Q17d_3
458,Q18_1,Q20_2,gambled_12m_0,p_gender_sdc_2,p_age_group_sdc_4,Q22_1,Q1_2,Q9a_3,Q9b_3,Q9c_3,Q9d_2,Q9e_3,Q16a_3,Q16b_1,Q16c_1,Q16d_2,Q16e_2,Q16f_3,Q16g_3,Q16h_3,Q16i_2,Q17a_3,Q17b_1,Q17c_3,Q17d_4
459,Q18_2,Q20_2,gambled_12m_0,p_gender_sdc_2,p_age_group_sdc_4,Q22_3,Q1_2,Q9a_3,Q9b_3,Q9c_3,Q9d_3,Q9e_3,Q16a_2,Q16b_1,Q16c_1,Q16d_2,Q16e_1,Q16f_3,Q16g_3,Q16h_3,Q16i_1,Q17a_4,Q17b_1,Q17c_3,Q17d_3
460,Q18_1,Q20_1,gambled_12m_0,p_gender_sdc_2,p_age_group_sdc_4,Q22_1,Q1_2,Q9a_2,Q9b_3,Q9c_3,Q9d_2,Q9e_3,Q16a_3,Q16b_1,Q16c_2,Q16d_3,Q16e_3,Q16f_3,Q16g_3,Q16h_3,Q16i_2,Q17a_4,Q17b_2,Q17c_3,Q17d_3
461,Q18_1,Q20_1,gambled_12m_0,p_gender_sdc_1,p_age_group_sdc_4,Q22_1,Q1_4,Q9a_2,Q9b_2,Q9c_2,Q9d_2,Q9e_2,Q16a_2,Q16b_2,Q16c_2,Q16d_2,Q16e_2,Q16f_2,Q16g_2,Q16h_3,Q16i_3,Q17a_4,Q17b_3,Q17c_2,Q17d_2
462,Q18_1,Q20_1,gambled_12m_0,p_gender_sdc_1,p_age_group_sdc_2,Q22_3,Q1_1,Q9a_3,Q9b_3,Q9c_2,Q9d_3,Q9e_3,Q16a_2,Q16b_2,Q16c_2,Q16d_3,Q16e_3,Q16f_3,Q16g_3,Q16h_3,Q16i_2,Q17a_4,Q17b_2,Q17c_3,Q17d_3
463,Q18_1,Q20_1,gambled_12m_1,p_gender_sdc_2,p_age_group_sdc_4,Q22_1,Q1_1,Q9a_4,Q9b_2,Q9c_2,Q9d_2,Q9e_3,Q16a_3,Q16b_1,Q16c_2,Q16d_3,Q16e_2,Q16f_3,Q16g_4,Q16h_2,Q16i_2,Q17a_4,Q17b_1,Q17c_3,Q17d_4
464,Q18_1,Q20_1,gambled_12m_1,p_gender_sdc_2,p_age_group_sdc_4,Q22_1,Q1_2,Q9a_3,Q9b_3,Q9c_3,Q9d_3,Q9e_3,Q16a_4,Q16b_2,Q16c_1,Q16d_4,Q16e_2,Q16f_4,Q16g_4,Q16h_4,Q16i_2,Q17a_2,Q17b_2,Q17c_3,Q17d_4
465,Q18_1,Q20_2,gambled_12m_1,p_gender_sdc_2,p_age_group_sdc_2,Q22_3,Q1_4,Q9a_3,Q9b_3,Q9c_2,Q9d_3,Q9e_4,Q16a_2,Q16b_2,Q16c_2,Q16d_3,Q16e_2,Q16f_3,Q16g_3,Q16h_3,Q16i_2,Q17a_3,Q17b_2,Q17c_3,Q17d_2
466,Q18_1,Q20_1,gambled_12m_1,p_gender_sdc_2,p_age_group_sdc_2,Q22_3,Q1_2,Q9a_4,Q9b_4,Q9c_2,Q9d_3,Q9e_4,Q16a_3,Q16b_1,Q16c_2,Q16d_3,Q16e_1,Q16f_3,Q16g_3,Q16h_3,Q16i_2,Q17a_3,Q17b_2,Q17c_3,Q17d_3
467,Q18_1,Q20_1,gambled_12m_0,p_gender_sdc_2,p_age_group_sdc_2,Q22_3,Q1_2,Q9a_3,Q9b_3,Q9c_4,Q9d_4,Q9e_3,Q16a_4,Q16b_1,Q16c_1,Q16d_2,Q16e_1,Q16f_4,Q16g_3,Q16h_3,Q16i_2,Q17a_4,Q17b_1,Q17c_4,Q17d_4
468,Q18_0,Q20_1,gambled_12m_1,p_gender_sdc_1,p_age_group_sdc_4,Q22_1,Q1_4,Q9a_3,Q9b_4,Q9c_3,Q9d_2,Q9e_1,Q16a_3,Q16b_3,Q16c_1,Q16d_2,Q16e_1,Q16f_1,Q16g_1,Q16h_2,Q16i_1,Q17a_2,Q17b_2,Q17c_2,Q17d_3
469,Q18_1,Q20_1,gambled_12m_1,p_gender_sdc_1,p_age_group_sdc_1,Q22_2,Q1_2,Q9a_3,Q9b_3,Q9c_3,Q9d_3,Q9e_3,Q16a_3,Q16b_1,Q16c_3,Q16d_2,Q16e_4,Q16f_4,Q16g_2,Q16h_2,Q16i_2,Q17a_3,Q17b_2,Q17c_3,Q17d_3
470,Q18_1,Q20_2,gambled_12m_0,p_gender_sdc_2,p_age_group_sdc_2,Q22_3,Q1_1,Q9a_2,Q9b_2,Q9c_2,Q9d_3,Q9e_2,Q16a_1,Q16b_1,Q16c_1,Q16d_2,Q16e_1,Q16f_3,Q16g_3,Q16h_2,Q16i_1,Q17a_3,Q17b_2,Q17c_2,Q17d_2
471,Q18_1,Q20_2,gambled_12m_1,p_gender_sdc_1,p_age_group_sdc_1,Q22_1,Q1_2,Q9a_4,Q9b_2,Q9c_2,Q9d_4,Q9e_4,Q16a_2,Q16b_1,Q16c_1,Q16d_2,Q16e_1,Q16f_2,Q16g_2,Q16h_3,Q16i_1,Q17a_1,Q17b_1,Q17c_4,Q17d_4
472,Q18_1,Q20_1,gambled_12m_0,p_gender_sdc_2,p_age_group_sdc_4,Q22_3,Q1_4,Q9a_2,Q9b_4,Q9c_2,Q9d_2,Q9e_3,Q16a_3,Q16b_1,Q16c_2,Q16d_2,Q16e_2,Q16f_3,Q16g_D,Q16h_2,Q16i_1,Q17a_3,Q17b_2,Q17c_2,Q17d_3
473,Q18_1,Q20_2,gambled_12m_0,p_gender_sdc_1,p_age_group_sdc_4,Q22_3,Q1_2,Q9a_2,Q9b_3,Q9c_2,Q9d_2,Q9e_4,Q16a_2,Q16b_1,Q16c_2,Q16d_3,Q16e_3,Q16f_3,Q16g_2,Q16h_3,Q16i_4,Q17a_4,Q17b_2,Q17c_2,Q17d_4
474,Q18_1,Q20_1,gambled_12m_0,p_gender_sdc_1,p_age_group_sdc_3,Q22_1,Q1_4,Q9a_3,Q9b_3,Q9c_3,Q9d_3,Q9e_3,Q16a_2,Q16b_2,Q16c_2,Q16d_3,Q16e_2,Q16f_2,Q16g_3,Q16h_3,Q16i_2,Q17a_3,Q17b_3,Q17c_3,Q17d_2
475,Q18_1,Q20_2,gambled_12m_1,p_gender_sdc_1,p_age_group_sdc_2,Q22_3,Q1_2,Q9a_3,Q9b_3,Q9c_3,Q9d_3,Q9e_3,Q16a_3,Q16b_1,Q16c_1,Q16d_3,Q16e_2,Q16f_3,Q16g_4,Q16h_3,Q16i_3,Q17a_3,Q17b_1,Q17c_3,Q17d_4
476,Q18_1,Q20_1,gambled_12m_0,p_gender_sdc_1,p_age_group_sdc_4,Q22_1,Q1_4,Q9a_4,Q9b_4,Q9c_4,Q9d_3,Q9e_4,Q16a_2,Q16b_2,Q16c_3,Q16d_2,Q16e_2,Q16f_3,Q16g_3,Q16h_3,Q16i_3,Q17a_3,Q17b_3,Q17c_2,Q17d_1
477,Q18_1,Q20_2,gambled_12m_0,p_gender_sdc_1,p_age_group_sdc_4,Q22_1,Q1_2,Q9a_3,Q9b_2,Q9c_2,Q9d_2,Q9e_3,Q16a_2,Q16b_2,Q16c_3,Q16d_3,Q16e_2,Q16f_3,Q16g_3,Q16h_4,Q16i_3,Q17a_2,Q17b_2,Q17c_2,Q17d_3
